Zonas de movilidad,Tipo de dato,Periodo,Total
Barcelona,Porcentaje de población que sale del área,2020-11-04,7.83
Barcelona,Porcentaje de población que sale del área,2020-10-04,7.36
Barcelona,Porcentaje de población que sale del área,2020-09-04,10.16
Barcelona,Porcentaje de población que sale del área,2020-08-04,10.37
Barcelona,Porcentaje de población que sale del área,2020-07-04,10.46
Barcelona,Porcentaje de población que sale del área,2020-06-04,9.76
Barcelona,Porcentaje de población que sale del área,2020-05-04,6.56
Barcelona,Porcentaje de población que sale del área,2020-04-04,8.08
Barcelona,Porcentaje de población que sale del área,2020-03-04,10.69
Barcelona,Porcentaje de población que sale del área,2020-02-04,9.89
Barcelona,Porcentaje de población que sale del área,2020-01-04,9.77
Barcelona,Porcentaje de población que sale del área,2020-03-31,10.18
Barcelona,Porcentaje de población que sale del área,2020-03-30,10.28
Barcelona,Porcentaje de población que sale del área,2020-03-28,8.83
Barcelona,Porcentaje de población que sale del área,2020-03-26,12.35
Barcelona,Porcentaje de población que sale del área,2020-03-24,12.53
Barcelona,Porcentaje de población que sale del área,2020-03-22,6.59
Barcelona,Porcentaje de población que sale del área,2020-03-20,12.7
Barcelona,Porcentaje de población que sale del área,2020-03-18,13.44
Barcelona,Porcentaje de población que sale del área,2020-03-16,14.64
Girona,Porcentaje de población que sale del área,2021-12-15,15.02
Girona,Porcentaje de población que sale del área,2021-12-12,10.78
Girona,Porcentaje de población que sale del área,2021-08-12,12.12
Girona,Porcentaje de población que sale del área,2021-01-12,15.74
Girona,Porcentaje de población que sale del área,2021-11-28,9.99
Girona,Porcentaje de población que sale del área,2021-11-24,15.14
Girona,Porcentaje de población que sale del área,2021-11-21,11.97
Girona,Porcentaje de población que sale del área,2021-11-17,15.55
Girona,Porcentaje de población que sale del área,2021-11-14,12.03
Girona,Porcentaje de población que sale del área,2021-10-11,14.48
Girona,Porcentaje de población que sale del área,2021-07-11,11.71
Girona,Porcentaje de población que sale del área,2021-03-11,11.17
Girona,Porcentaje de población que sale del área,2021-10-31,13.19
Girona,Porcentaje de población que sale del área,2021-10-27,15.05
Girona,Porcentaje de población que sale del área,2021-10-24,12.63
Girona,Porcentaje de población que sale del área,2021-10-20,14.82
Girona,Porcentaje de población que sale del área,2021-10-17,12.41
Girona,Porcentaje de población que sale del área,2021-10-13,15.02
Girona,Porcentaje de población que sale del área,2021-10-10,13.38
Girona,Porcentaje de población que sale del área,2021-06-10,15.42
Girona,Porcentaje de población que sale del área,2021-03-10,10.15
Girona,Porcentaje de población que sale del área,2021-09-29,15.56
Girona,Porcentaje de población que sale del área,2021-09-26,13.63
Girona,Porcentaje de población que sale del área,2021-09-22,15.4
Girona,Porcentaje de población que sale del área,2021-09-19,13.03
Girona,Porcentaje de población que sale del área,2021-09-15,15.63
Girona,Porcentaje de población que sale del área,2021-12-09,13.04
Girona,Porcentaje de población que sale del área,2021-08-09,15.12
Girona,Porcentaje de población que sale del área,2021-05-09,13.49
Girona,Porcentaje de población que sale del área,2021-01-09,14.83
Girona,Porcentaje de población que sale del área,2021-08-29,13.99
Girona,Porcentaje de población que sale del área,2021-08-25,15.28
Girona,Porcentaje de población que sale del área,2021-08-22,13.65
Girona,Porcentaje de población que sale del área,2021-08-18,15.62
Girona,Porcentaje de población que sale del área,2021-08-15,13.47
Girona,Porcentaje de población que sale del área,2021-11-08,15.77
Girona,Porcentaje de población que sale del área,2021-08-08,13.0
Girona,Porcentaje de población que sale del área,2021-04-08,14.99
Girona,Porcentaje de población que sale del área,2021-01-08,12.47
Girona,Porcentaje de población que sale del área,2021-07-28,15.79
Girona,Porcentaje de población que sale del área,2021-07-25,13.64
Girona,Porcentaje de población que sale del área,2021-07-21,16.35
Girona,Porcentaje de población que sale del área,2021-07-18,12.56
Girona,Porcentaje de población que sale del área,2021-07-14,15.67
Girona,Porcentaje de población que sale del área,2021-11-07,13.56
Girona,Porcentaje de población que sale del área,2021-07-07,15.71
Girona,Porcentaje de población que sale del área,2021-04-07,13.12
Girona,Porcentaje de población que sale del área,2021-06-30,15.9
Girona,Porcentaje de población que sale del área,2021-06-27,14.76
Girona,Porcentaje de población que sale del área,2021-06-23,10.58
Girona,Porcentaje de población que sale del área,2021-06-20,12.87
Girona,Porcentaje de población que sale del área,2021-06-16,16.35
Girona,Porcentaje de población que sale del área,2021-06-13,13.92
Girona,Porcentaje de población que sale del área,2021-09-06,15.63
Girona,Porcentaje de población que sale del área,2021-06-06,12.7
Girona,Porcentaje de población que sale del área,2021-02-06,15.26
Girona,Porcentaje de población que sale del área,2021-05-30,10.38
Girona,Porcentaje de población que sale del área,2021-05-26,13.39
Girona,Porcentaje de población que sale del área,2021-05-23,9.79
Girona,Porcentaje de población que sale del área,2021-05-19,15.04
Girona,Porcentaje de población que sale del área,2021-05-16,12.86
Girona,Porcentaje de población que sale del área,2021-12-05,13.24
Girona,Porcentaje de población que sale del área,2021-09-05,12.81
Girona,Porcentaje de población que sale del área,2021-05-05,15.04
Girona,Porcentaje de población que sale del área,2021-02-05,7.34
Girona,Porcentaje de población que sale del área,2021-04-28,13.9
Girona,Porcentaje de población que sale del área,2021-04-25,6.77
Girona,Porcentaje de población que sale del área,2021-04-21,13.19
Girona,Porcentaje de población que sale del área,2021-04-18,8.68
Girona,Porcentaje de población que sale del área,2021-04-14,14.53
Girona,Porcentaje de población que sale del área,2021-11-04,7.81
Girona,Porcentaje de población que sale del área,2021-07-04,14.57
Girona,Porcentaje de población que sale del área,2021-04-04,14.12
Girona,Porcentaje de población que sale del área,2021-03-31,16.11
Girona,Porcentaje de población que sale del área,2021-03-28,10.72
Girona,Porcentaje de población que sale del área,2021-03-24,15.17
Girona,Porcentaje de población que sale del área,2021-03-21,12.4
Girona,Porcentaje de población que sale del área,2021-03-17,15.72
Girona,Porcentaje de población que sale del área,2021-03-14,9.17
Girona,Porcentaje de población que sale del área,2021-10-03,14.78
Girona,Porcentaje de población que sale del área,2021-07-03,7.89
Girona,Porcentaje de población que sale del área,2021-03-03,14.69
Girona,Porcentaje de población que sale del área,2021-02-28,8.46
Girona,Porcentaje de población que sale del área,2021-02-24,14.55
Girona,Porcentaje de población que sale del área,2021-02-21,7.61
Girona,Porcentaje de población que sale del área,2021-02-17,14.51
Girona,Porcentaje de población que sale del área,2021-02-14,7.28
Girona,Porcentaje de población que sale del área,2021-10-02,14.26
Girona,Porcentaje de población que sale del área,2021-07-02,5.47
Girona,Porcentaje de población que sale del área,2021-03-02,14.16
Girona,Porcentaje de población que sale del área,2021-01-31,6.06
Girona,Porcentaje de población que sale del área,2021-01-27,13.79
Girona,Porcentaje de población que sale del área,2021-01-24,5.72
Girona,Porcentaje de población que sale del área,2021-01-20,13.48
Girona,Porcentaje de población que sale del área,2021-01-17,5.55
Girona,Porcentaje de población que sale del área,2021-01-13,12.3
Girona,Porcentaje de población que sale del área,2021-10-01,4.78
Girona,Porcentaje de población que sale del área,2021-06-01,8.66
Girona,Porcentaje de población que sale del área,2021-03-01,7.85
Girona,Porcentaje de población que sale del área,2020-12-30,13.89
Girona,Porcentaje de población que sale del área,2020-12-27,8.8
Girona,Porcentaje de población que sale del área,2020-12-23,14.8
Girona,Porcentaje de población que sale del área,2020-12-20,8.18
Girona,Porcentaje de población que sale del área,2020-12-16,16.43
Girona,Porcentaje de población que sale del área,2020-12-13,7.12
Girona,Porcentaje de población que sale del área,2020-09-12,16.49
Girona,Porcentaje de población que sale del área,2020-06-12,7.31
Girona,Porcentaje de población que sale del área,2020-02-12,16.67
Girona,Porcentaje de población que sale del área,2020-11-29,7.07
Girona,Porcentaje de población que sale del área,2020-11-25,16.3
Girona,Porcentaje de población que sale del área,2020-11-22,6.55
Girona,Porcentaje de población que sale del área,2020-11-18,16.0
Girona,Porcentaje de población que sale del área,2020-11-15,6.28
Girona,Porcentaje de población que sale del área,2020-11-11,15.25
Girona,Porcentaje de población que sale del área,2020-08-11,5.91
Girona,Porcentaje de población que sale del área,2020-04-11,15.46
Girona,Porcentaje de población que sale del área,2020-01-11,6.12
Girona,Porcentaje de población que sale del área,2020-10-28,16.01
Girona,Porcentaje de población que sale del área,2020-10-25,12.19
Girona,Porcentaje de población que sale del área,2020-10-21,16.09
Girona,Porcentaje de población que sale del área,2020-10-18,12.35
Girona,Porcentaje de población que sale del área,2020-10-14,17.14
Girona,Porcentaje de población que sale del área,2020-11-10,14.91
Girona,Porcentaje de población que sale del área,2020-07-10,17.55
Girona,Porcentaje de población que sale del área,2020-04-10,14.77
Girona,Porcentaje de población que sale del área,2020-09-30,15.98
Girona,Porcentaje de población que sale del área,2020-09-27,12.94
Girona,Porcentaje de población que sale del área,2020-09-23,18.28
Girona,Porcentaje de población que sale del área,2020-09-20,15.19
Girona,Porcentaje de población que sale del área,2020-09-16,18.72
Girona,Porcentaje de población que sale del área,2020-09-13,16.93
Girona,Porcentaje de población que sale del área,2020-09-09,17.88
Girona,Porcentaje de población que sale del área,2020-06-09,15.65
Girona,Porcentaje de población que sale del área,2020-02-09,16.96
Girona,Porcentaje de población que sale del área,2020-08-30,15.17
Girona,Porcentaje de población que sale del área,2020-08-26,18.76
Girona,Porcentaje de población que sale del área,2020-08-23,13.61
Girona,Porcentaje de población que sale del área,2020-08-19,18.44
Girona,Porcentaje de población que sale del área,2020-08-16,15.86
Girona,Porcentaje de población que sale del área,2020-12-08,18.57
Girona,Porcentaje de población que sale del área,2020-09-08,15.8
Girona,Porcentaje de población que sale del área,2020-05-08,18.78
Girona,Porcentaje de población que sale del área,2020-02-08,15.85
Girona,Porcentaje de población que sale del área,2020-07-29,18.99
Girona,Porcentaje de población que sale del área,2020-07-26,16.15
Girona,Porcentaje de población que sale del área,2020-07-22,19.0
Girona,Porcentaje de población que sale del área,2020-07-19,16.17
Girona,Porcentaje de población que sale del área,2020-07-15,19.1
Girona,Porcentaje de población que sale del área,2020-12-07,16.68
Girona,Porcentaje de población que sale del área,2020-08-07,19.41
Girona,Porcentaje de población que sale del área,2020-05-07,17.19
Girona,Porcentaje de población que sale del área,2020-01-07,19.15
Girona,Porcentaje de población que sale del área,2020-06-28,17.0
Girona,Porcentaje de población que sale del área,2020-06-24,15.11
Girona,Porcentaje de población que sale del área,2020-06-20,16.52
Girona,Porcentaje de población que sale del área,2020-06-19,17.63
Girona,Porcentaje de población que sale del área,2020-06-18,16.68
Girona,Porcentaje de población que sale del área,2020-06-17,17.11
Girona,Porcentaje de población que sale del área,2020-06-16,16.39
Girona,Porcentaje de población que sale del área,2020-06-15,16.59
Girona,Porcentaje de población que sale del área,2020-06-14,14.56
Girona,Porcentaje de población que sale del área,2020-06-13,14.69
Girona,Porcentaje de población que sale del área,2020-12-06,16.0
Girona,Porcentaje de población que sale del área,2020-11-06,16.38
Girona,Porcentaje de población que sale del área,2020-10-06,16.34
Girona,Porcentaje de población que sale del área,2020-09-06,14.01
Girona,Porcentaje de población que sale del área,2020-08-06,13.93
Girona,Porcentaje de población que sale del área,2020-07-06,10.95
Girona,Porcentaje de población que sale del área,2020-06-06,14.6
Girona,Porcentaje de población que sale del área,2020-05-06,15.92
Girona,Porcentaje de población que sale del área,2020-04-06,15.03
Girona,Porcentaje de población que sale del área,2020-03-06,15.6
Girona,Porcentaje de población que sale del área,2020-02-06,15.18
Girona,Porcentaje de población que sale del área,2020-01-06,13.97
Girona,Porcentaje de población que sale del área,2020-05-31,11.45
Girona,Porcentaje de población que sale del área,2020-05-30,12.8
Girona,Porcentaje de población que sale del área,2020-05-29,15.1
Girona,Porcentaje de población que sale del área,2020-05-28,15.02
Girona,Porcentaje de población que sale del área,2020-05-27,14.87
Girona,Porcentaje de población que sale del área,2020-05-26,14.45
Girona,Porcentaje de población que sale del área,2020-05-25,13.9
Girona,Porcentaje de población que sale del área,2020-05-24,10.24
Girona,Porcentaje de población que sale del área,2020-05-23,12.17
Girona,Porcentaje de población que sale del área,2020-05-22,14.33
Girona,Porcentaje de población que sale del área,2020-05-21,14.32
Girona,Porcentaje de población que sale del área,2020-05-20,14.12
Girona,Porcentaje de población que sale del área,2020-05-19,14.17
Girona,Porcentaje de población que sale del área,2020-05-18,12.86
Girona,Porcentaje de población que sale del área,2020-05-17,5.76
Girona,Porcentaje de población que sale del área,2020-05-16,7.76
Girona,Porcentaje de población que sale del área,2020-05-15,11.55
Girona,Porcentaje de población que sale del área,2020-05-14,12.17
Girona,Porcentaje de población que sale del área,2020-05-13,12.2
Girona,Porcentaje de población que sale del área,2020-12-05,12.17
Girona,Porcentaje de población que sale del área,2020-11-05,11.13
Girona,Porcentaje de población que sale del área,2020-10-05,5.12
Girona,Porcentaje de población que sale del área,2020-09-05,6.42
Girona,Porcentaje de población que sale del área,2020-08-05,11.53
Girona,Porcentaje de población que sale del área,2020-07-05,11.42
Girona,Porcentaje de población que sale del área,2020-06-05,11.31
Girona,Porcentaje de población que sale del área,2020-05-05,11.73
Girona,Porcentaje de población que sale del área,2020-04-05,10.88
Girona,Porcentaje de población que sale del área,2020-03-05,5.59
Girona,Porcentaje de población que sale del área,2020-02-05,6.3
Girona,Porcentaje de población que sale del área,2020-01-05,5.89
Girona,Porcentaje de población que sale del área,2020-04-30,10.09
Girona,Porcentaje de población que sale del área,2020-04-29,10.0
Girona,Porcentaje de población que sale del área,2020-04-28,9.81
Girona,Porcentaje de población que sale del área,2020-04-27,9.41
Girona,Porcentaje de población que sale del área,2020-04-26,4.64
Girona,Porcentaje de población que sale del área,2020-04-25,6.38
Girona,Porcentaje de población que sale del área,2020-04-24,9.67
Girona,Porcentaje de población que sale del área,2020-04-23,9.47
Girona,Porcentaje de población que sale del área,2020-04-22,9.89
Girona,Porcentaje de población que sale del área,2020-04-21,9.02
Girona,Porcentaje de población que sale del área,2020-04-20,8.99
Girona,Porcentaje de población que sale del área,2020-04-19,4.37
Girona,Porcentaje de población que sale del área,2020-04-18,6.19
Girona,Porcentaje de población que sale del área,2020-04-17,9.35
Girona,Porcentaje de población que sale del área,2020-04-16,9.83
Girona,Porcentaje de población que sale del área,2020-04-15,9.22
Girona,Porcentaje de población que sale del área,2020-04-14,8.65
Girona,Porcentaje de población que sale del área,2020-04-13,4.37
Girona,Porcentaje de población que sale del área,2020-12-04,4.44
Girona,Porcentaje de población que sale del área,2020-11-04,5.19
Girona,Porcentaje de población que sale del área,2020-10-04,5.01
Girona,Porcentaje de población que sale del área,2020-09-04,7.38
Girona,Porcentaje de población que sale del área,2020-08-04,7.61
Girona,Porcentaje de población que sale del área,2020-07-04,7.56
Girona,Porcentaje de población que sale del área,2020-06-04,7.0
Girona,Porcentaje de población que sale del área,2020-05-04,4.2
Girona,Porcentaje de población que sale del área,2020-04-04,5.55
Girona,Porcentaje de población que sale del área,2020-03-04,7.83
Girona,Porcentaje de población que sale del área,2020-02-04,7.14
Girona,Porcentaje de población que sale del área,2020-01-04,6.98
Girona,Porcentaje de población que sale del área,2020-03-31,7.24
Girona,Porcentaje de población que sale del área,2020-03-30,7.29
Girona,Porcentaje de población que sale del área,2020-03-28,5.92
Girona,Porcentaje de población que sale del área,2020-03-26,8.79
Girona,Porcentaje de población que sale del área,2020-03-24,8.89
Girona,Porcentaje de población que sale del área,2020-03-22,4.16
Girona,Porcentaje de población que sale del área,2020-03-20,9.51
Girona,Porcentaje de población que sale del área,2020-03-18,10.11
Girona,Porcentaje de población que sale del área,2020-03-16,10.91
Lleida,Porcentaje de población que sale del área,2021-12-15,15.03
Lleida,Porcentaje de población que sale del área,2021-12-12,9.99
Lleida,Porcentaje de población que sale del área,2021-08-12,10.79
Lleida,Porcentaje de población que sale del área,2021-01-12,15.61
Lleida,Porcentaje de población que sale del área,2021-11-28,8.53
Lleida,Porcentaje de población que sale del área,2021-11-24,14.23
Lleida,Porcentaje de población que sale del área,2021-11-21,9.82
Lleida,Porcentaje de población que sale del área,2021-11-17,14.99
Lleida,Porcentaje de población que sale del área,2021-11-14,10.24
Lleida,Porcentaje de población que sale del área,2021-10-11,14.54
Lleida,Porcentaje de población que sale del área,2021-07-11,10.19
Lleida,Porcentaje de población que sale del área,2021-03-11,11.94
Lleida,Porcentaje de población que sale del área,2021-10-31,10.76
Lleida,Porcentaje de población que sale del área,2021-10-27,14.68
Lleida,Porcentaje de población que sale del área,2021-10-24,10.72
Lleida,Porcentaje de población que sale del área,2021-10-20,14.84
Lleida,Porcentaje de población que sale del área,2021-10-17,10.63
Lleida,Porcentaje de población que sale del área,2021-10-13,14.13
Lleida,Porcentaje de población que sale del área,2021-10-10,11.47
Lleida,Porcentaje de población que sale del área,2021-06-10,15.2
Lleida,Porcentaje de población que sale del área,2021-03-10,8.96
Lleida,Porcentaje de población que sale del área,2021-09-29,14.49
Lleida,Porcentaje de población que sale del área,2021-09-26,11.3
Lleida,Porcentaje de población que sale del área,2021-09-22,14.99
Lleida,Porcentaje de población que sale del área,2021-09-19,10.49
Lleida,Porcentaje de población que sale del área,2021-09-15,15.08
Lleida,Porcentaje de población que sale del área,2021-12-09,10.38
Lleida,Porcentaje de población que sale del área,2021-08-09,13.86
Lleida,Porcentaje de población que sale del área,2021-05-09,10.49
Lleida,Porcentaje de población que sale del área,2021-01-09,13.26
Lleida,Porcentaje de población que sale del área,2021-08-29,10.28
Lleida,Porcentaje de población que sale del área,2021-08-25,13.38
Lleida,Porcentaje de población que sale del área,2021-08-22,10.37
Lleida,Porcentaje de población que sale del área,2021-08-18,13.38
Lleida,Porcentaje de población que sale del área,2021-08-15,10.11
Lleida,Porcentaje de población que sale del área,2021-11-08,13.41
Lleida,Porcentaje de población que sale del área,2021-08-08,10.31
Lleida,Porcentaje de población que sale del área,2021-04-08,13.06
Lleida,Porcentaje de población que sale del área,2021-01-08,10.25
Lleida,Porcentaje de población que sale del área,2021-07-28,14.13
Lleida,Porcentaje de población que sale del área,2021-07-25,10.29
Lleida,Porcentaje de población que sale del área,2021-07-21,14.22
Lleida,Porcentaje de población que sale del área,2021-07-18,9.49
Lleida,Porcentaje de población que sale del área,2021-07-14,14.29
Lleida,Porcentaje de población que sale del área,2021-11-07,10.36
Lleida,Porcentaje de población que sale del área,2021-07-07,14.19
Lleida,Porcentaje de población que sale del área,2021-04-07,10.21
Lleida,Porcentaje de población que sale del área,2021-06-30,14.48
Lleida,Porcentaje de población que sale del área,2021-06-27,10.95
Lleida,Porcentaje de población que sale del área,2021-06-23,10.96
Lleida,Porcentaje de población que sale del área,2021-06-20,9.6
Lleida,Porcentaje de población que sale del área,2021-06-16,15.26
Lleida,Porcentaje de población que sale del área,2021-06-13,10.98
Lleida,Porcentaje de población que sale del área,2021-09-06,14.97
Lleida,Porcentaje de población que sale del área,2021-06-06,10.36
Lleida,Porcentaje de población que sale del área,2021-02-06,14.83
Lleida,Porcentaje de población que sale del área,2021-05-30,8.71
Lleida,Porcentaje de población que sale del área,2021-05-26,14.15
Lleida,Porcentaje de población que sale del área,2021-05-23,8.05
Lleida,Porcentaje de población que sale del área,2021-05-19,15.23
Lleida,Porcentaje de población que sale del área,2021-05-16,11.01
Lleida,Porcentaje de población que sale del área,2021-12-05,13.63
Lleida,Porcentaje de población que sale del área,2021-09-05,10.62
Lleida,Porcentaje de población que sale del área,2021-05-05,14.81
Lleida,Porcentaje de población que sale del área,2021-02-05,6.53
Lleida,Porcentaje de población que sale del área,2021-04-28,14.21
Lleida,Porcentaje de población que sale del área,2021-04-25,6.19
Lleida,Porcentaje de población que sale del área,2021-04-21,13.84
Lleida,Porcentaje de población que sale del área,2021-04-18,8.59
Lleida,Porcentaje de población que sale del área,2021-04-14,15.23
Lleida,Porcentaje de población que sale del área,2021-11-04,7.55
Lleida,Porcentaje de población que sale del área,2021-07-04,15.34
Lleida,Porcentaje de población que sale del área,2021-04-04,11.8
Lleida,Porcentaje de población que sale del área,2021-03-31,15.74
Lleida,Porcentaje de población que sale del área,2021-03-28,9.13
Lleida,Porcentaje de población que sale del área,2021-03-24,16.0
Lleida,Porcentaje de población que sale del área,2021-03-21,11.36
Lleida,Porcentaje de población que sale del área,2021-03-17,16.57
Lleida,Porcentaje de población que sale del área,2021-03-14,9.5
Lleida,Porcentaje de población que sale del área,2021-10-03,15.84
Lleida,Porcentaje de población que sale del área,2021-07-03,8.86
Lleida,Porcentaje de población que sale del área,2021-03-03,15.96
Lleida,Porcentaje de población que sale del área,2021-02-28,8.49
Lleida,Porcentaje de población que sale del área,2021-02-24,15.93
Lleida,Porcentaje de población que sale del área,2021-02-21,8.16
Lleida,Porcentaje de población que sale del área,2021-02-17,15.79
Lleida,Porcentaje de población que sale del área,2021-02-14,8.29
Lleida,Porcentaje de población que sale del área,2021-10-02,15.13
Lleida,Porcentaje de población que sale del área,2021-07-02,7.38
Lleida,Porcentaje de población que sale del área,2021-03-02,15.48
Lleida,Porcentaje de población que sale del área,2021-01-31,6.93
Lleida,Porcentaje de población que sale del área,2021-01-27,15.19
Lleida,Porcentaje de población que sale del área,2021-01-24,6.72
Lleida,Porcentaje de población que sale del área,2021-01-20,14.8
Lleida,Porcentaje de población que sale del área,2021-01-17,6.58
Lleida,Porcentaje de población que sale del área,2021-01-13,13.22
Lleida,Porcentaje de población que sale del área,2021-10-01,5.75
Lleida,Porcentaje de población que sale del área,2021-06-01,9.39
Lleida,Porcentaje de población que sale del área,2021-03-01,8.5
Lleida,Porcentaje de población que sale del área,2020-12-30,16.23
Lleida,Porcentaje de población que sale del área,2020-12-27,10.34
Lleida,Porcentaje de población que sale del área,2020-12-23,17.5
Lleida,Porcentaje de población que sale del área,2020-12-20,9.53
Lleida,Porcentaje de población que sale del área,2020-12-16,19.3
Lleida,Porcentaje de población que sale del área,2020-12-13,9.25
Lleida,Porcentaje de población que sale del área,2020-09-12,18.19
Lleida,Porcentaje de población que sale del área,2020-06-12,9.0
Lleida,Porcentaje de población que sale del área,2020-02-12,18.9
Lleida,Porcentaje de población que sale del área,2020-11-29,8.8
Lleida,Porcentaje de población que sale del área,2020-11-25,18.54
Lleida,Porcentaje de población que sale del área,2020-11-22,8.51
Lleida,Porcentaje de población que sale del área,2020-11-18,18.73
Lleida,Porcentaje de población que sale del área,2020-11-15,7.84
Lleida,Porcentaje de población que sale del área,2020-11-11,17.43
Lleida,Porcentaje de población que sale del área,2020-08-11,7.25
Lleida,Porcentaje de población que sale del área,2020-04-11,17.34
Lleida,Porcentaje de población que sale del área,2020-01-11,8.26
Lleida,Porcentaje de población que sale del área,2020-10-28,18.47
Lleida,Porcentaje de población que sale del área,2020-10-25,12.41
Lleida,Porcentaje de población que sale del área,2020-10-21,18.58
Lleida,Porcentaje de población que sale del área,2020-10-18,12.3
Lleida,Porcentaje de población que sale del área,2020-10-14,20.02
Lleida,Porcentaje de población que sale del área,2020-11-10,15.73
Lleida,Porcentaje de población que sale del área,2020-07-10,20.11
Lleida,Porcentaje de población que sale del área,2020-04-10,13.83
Lleida,Porcentaje de población que sale del área,2020-09-30,17.78
Lleida,Porcentaje de población que sale del área,2020-09-27,11.56
Lleida,Porcentaje de población que sale del área,2020-09-23,20.18
Lleida,Porcentaje de población que sale del área,2020-09-20,14.31
Lleida,Porcentaje de población que sale del área,2020-09-16,20.45
Lleida,Porcentaje de población que sale del área,2020-09-13,14.12
Lleida,Porcentaje de población que sale del área,2020-09-09,19.22
Lleida,Porcentaje de población que sale del área,2020-06-09,14.42
Lleida,Porcentaje de población que sale del área,2020-02-09,18.1
Lleida,Porcentaje de población que sale del área,2020-08-30,13.9
Lleida,Porcentaje de población que sale del área,2020-08-26,18.83
Lleida,Porcentaje de población que sale del área,2020-08-23,11.56
Lleida,Porcentaje de población que sale del área,2020-08-19,18.63
Lleida,Porcentaje de población que sale del área,2020-08-16,13.24
Lleida,Porcentaje de población que sale del área,2020-12-08,18.14
Lleida,Porcentaje de población que sale del área,2020-09-08,13.54
Lleida,Porcentaje de población que sale del área,2020-05-08,18.63
Lleida,Porcentaje de población que sale del área,2020-02-08,13.44
Lleida,Porcentaje de población que sale del área,2020-07-29,18.48
Lleida,Porcentaje de población que sale del área,2020-07-26,12.55
Lleida,Porcentaje de población que sale del área,2020-07-22,17.75
Lleida,Porcentaje de población que sale del área,2020-07-19,11.8
Lleida,Porcentaje de población que sale del área,2020-07-15,18.41
Lleida,Porcentaje de población que sale del área,2020-12-07,12.64
Lleida,Porcentaje de población que sale del área,2020-08-07,19.44
Lleida,Porcentaje de población que sale del área,2020-05-07,13.05
Lleida,Porcentaje de población que sale del área,2020-01-07,20.68
Lleida,Porcentaje de población que sale del área,2020-06-28,15.11
Lleida,Porcentaje de población que sale del área,2020-06-24,15.17
Lleida,Porcentaje de población que sale del área,2020-06-20,16.99
Lleida,Porcentaje de población que sale del área,2020-06-19,19.23
Lleida,Porcentaje de población que sale del área,2020-06-18,18.59
Lleida,Porcentaje de población que sale del área,2020-06-17,18.75
Lleida,Porcentaje de población que sale del área,2020-06-16,17.79
Lleida,Porcentaje de población que sale del área,2020-06-15,18.24
Lleida,Porcentaje de población que sale del área,2020-06-14,13.39
Lleida,Porcentaje de población que sale del área,2020-06-13,15.33
Lleida,Porcentaje de población que sale del área,2020-12-06,17.71
Lleida,Porcentaje de población que sale del área,2020-11-06,18.17
Lleida,Porcentaje de población que sale del área,2020-10-06,18.16
Lleida,Porcentaje de población que sale del área,2020-09-06,15.97
Lleida,Porcentaje de población que sale del área,2020-08-06,16.0
Lleida,Porcentaje de población que sale del área,2020-07-06,11.15
Lleida,Porcentaje de población que sale del área,2020-06-06,14.82
Lleida,Porcentaje de población que sale del área,2020-05-06,17.63
Lleida,Porcentaje de población que sale del área,2020-04-06,16.97
Lleida,Porcentaje de población que sale del área,2020-03-06,17.6
Lleida,Porcentaje de población que sale del área,2020-02-06,17.82
Lleida,Porcentaje de población que sale del área,2020-01-06,16.4
Lleida,Porcentaje de población que sale del área,2020-05-31,11.38
Lleida,Porcentaje de población que sale del área,2020-05-30,13.84
Lleida,Porcentaje de población que sale del área,2020-05-29,17.0
Lleida,Porcentaje de población que sale del área,2020-05-28,17.03
Lleida,Porcentaje de población que sale del área,2020-05-27,16.89
Lleida,Porcentaje de población que sale del área,2020-05-26,16.59
Lleida,Porcentaje de población que sale del área,2020-05-25,15.97
Lleida,Porcentaje de población que sale del área,2020-05-24,11.18
Lleida,Porcentaje de población que sale del área,2020-05-23,13.6
Lleida,Porcentaje de población que sale del área,2020-05-22,16.53
Lleida,Porcentaje de población que sale del área,2020-05-21,16.46
Lleida,Porcentaje de población que sale del área,2020-05-20,16.2
Lleida,Porcentaje de población que sale del área,2020-05-19,16.16
Lleida,Porcentaje de población que sale del área,2020-05-18,14.72
Lleida,Porcentaje de población que sale del área,2020-05-17,7.73
Lleida,Porcentaje de población que sale del área,2020-05-16,9.53
Lleida,Porcentaje de población que sale del área,2020-05-15,13.41
Lleida,Porcentaje de población que sale del área,2020-05-14,14.25
Lleida,Porcentaje de población que sale del área,2020-05-13,14.63
Lleida,Porcentaje de población que sale del área,2020-12-05,14.89
Lleida,Porcentaje de población que sale del área,2020-11-05,11.22
Lleida,Porcentaje de población que sale del área,2020-10-05,6.79
Lleida,Porcentaje de población que sale del área,2020-09-05,8.32
Lleida,Porcentaje de población que sale del área,2020-08-05,14.08
Lleida,Porcentaje de población que sale del área,2020-07-05,13.74
Lleida,Porcentaje de población que sale del área,2020-06-05,13.77
Lleida,Porcentaje de población que sale del área,2020-05-05,13.92
Lleida,Porcentaje de población que sale del área,2020-04-05,13.27
Lleida,Porcentaje de población que sale del área,2020-03-05,7.27
Lleida,Porcentaje de población que sale del área,2020-02-05,8.18
Lleida,Porcentaje de población que sale del área,2020-01-05,7.85
Lleida,Porcentaje de población que sale del área,2020-04-30,12.26
Lleida,Porcentaje de población que sale del área,2020-04-29,12.18
Lleida,Porcentaje de población que sale del área,2020-04-28,11.83
Lleida,Porcentaje de población que sale del área,2020-04-27,10.92
