Zonas de movilidad	Tipo de dato	Periodo	Total
Guadalajara	Porcentaje de población que sale del área	10/1/2021	4,38
Guadalajara	Porcentaje de población que sale del área	6/1/2021	9,27
Guadalajara	Porcentaje de población que sale del área	3/1/2021	8,94
Guadalajara	Porcentaje de población que sale del área	30/12/2020	17,14
Guadalajara	Porcentaje de población que sale del área	27/12/2020	10,68
Guadalajara	Porcentaje de población que sale del área	23/12/2020	18,82
Guadalajara	Porcentaje de población que sale del área	20/12/2020	11,34
Guadalajara	Porcentaje de población que sale del área	16/12/2020	20,12
Guadalajara	Porcentaje de población que sale del área	13/12/2020	11,36
Guadalajara	Porcentaje de población que sale del área	9/12/2020	19,77
Guadalajara	Porcentaje de población que sale del área	6/12/2020	11,34
Guadalajara	Porcentaje de población que sale del área	2/12/2020	20,21
Guadalajara	Porcentaje de población que sale del área	29/11/2020	11,52
Guadalajara	Porcentaje de población que sale del área	25/11/2020	20,15
Guadalajara	Porcentaje de población que sale del área	22/11/2020	11,63
Guadalajara	Porcentaje de población que sale del área	18/11/2020	20,47
Guadalajara	Porcentaje de población que sale del área	15/11/2020	10,33
Guadalajara	Porcentaje de población que sale del área	11/11/2020	19,77
Guadalajara	Porcentaje de población que sale del área	8/11/2020	10,97
Guadalajara	Porcentaje de población que sale del área	4/11/2020	19,81
Guadalajara	Porcentaje de población que sale del área	1/11/2020	12,09
Guadalajara	Porcentaje de población que sale del área	28/10/2020	20,34
Guadalajara	Porcentaje de población que sale del área	25/10/2020	11,94
Guadalajara	Porcentaje de población que sale del área	21/10/2020	20,36
Guadalajara	Porcentaje de población que sale del área	18/10/2020	11,8
Guadalajara	Porcentaje de población que sale del área	14/10/2020	20,56
Guadalajara	Porcentaje de población que sale del área	11/10/2020	12,66
Guadalajara	Porcentaje de población que sale del área	7/10/2020	20,55
Guadalajara	Porcentaje de población que sale del área	4/10/2020	10,67
Guadalajara	Porcentaje de población que sale del área	30/9/2020	19,24
Guadalajara	Porcentaje de población que sale del área	27/9/2020	10,69
Guadalajara	Porcentaje de población que sale del área	23/9/2020	20,47
Guadalajara	Porcentaje de población que sale del área	20/9/2020	10,82
Guadalajara	Porcentaje de población que sale del área	16/9/2020	20,66
Guadalajara	Porcentaje de población que sale del área	13/9/2020	12,53
Guadalajara	Porcentaje de población que sale del área	9/9/2020	19,96
Guadalajara	Porcentaje de población que sale del área	6/9/2020	12,7
Guadalajara	Porcentaje de población que sale del área	2/9/2020	18,42
Guadalajara	Porcentaje de población que sale del área	30/8/2020	11,58
Guadalajara	Porcentaje de población que sale del área	26/8/2020	18,14
Guadalajara	Porcentaje de población que sale del área	23/8/2020	9,8
Guadalajara	Porcentaje de población que sale del área	19/8/2020	17,71
Guadalajara	Porcentaje de población que sale del área	16/8/2020	11,08
Guadalajara	Porcentaje de población que sale del área	12/8/2020	17,3
Guadalajara	Porcentaje de población que sale del área	9/8/2020	11,31
Guadalajara	Porcentaje de población que sale del área	5/8/2020	18,39
Guadalajara	Porcentaje de población que sale del área	2/8/2020	12,21
Guadalajara	Porcentaje de población que sale del área	29/7/2020	19,8
Guadalajara	Porcentaje de población que sale del área	26/7/2020	12,49
Guadalajara	Porcentaje de población que sale del área	22/7/2020	19,94
Guadalajara	Porcentaje de población que sale del área	19/7/2020	12,86
Guadalajara	Porcentaje de población que sale del área	15/7/2020	20,71
Guadalajara	Porcentaje de población que sale del área	12/7/2020	12,91
Guadalajara	Porcentaje de población que sale del área	8/7/2020	20,22
Guadalajara	Porcentaje de población que sale del área	5/7/2020	13,47
Guadalajara	Porcentaje de población que sale del área	1/7/2020	20,67
Guadalajara	Porcentaje de población que sale del área	28/6/2020	14,03
Guadalajara	Porcentaje de población que sale del área	24/6/2020	20,53
Guadalajara	Porcentaje de población que sale del área	20/6/2020	15,94
Guadalajara	Porcentaje de población que sale del área	19/6/2020	18,9
Guadalajara	Porcentaje de población que sale del área	18/6/2020	19,17
Guadalajara	Porcentaje de población que sale del área	17/6/2020	18,89
Guadalajara	Porcentaje de población que sale del área	16/6/2020	18,46
Guadalajara	Porcentaje de población que sale del área	15/6/2020	17,93
Guadalajara	Porcentaje de población que sale del área	14/6/2020	12,51
Guadalajara	Porcentaje de población que sale del área	13/6/2020	15,05
Guadalajara	Porcentaje de población que sale del área	12/6/2020	16,64
Guadalajara	Porcentaje de población que sale del área	11/6/2020	16,94
Guadalajara	Porcentaje de población que sale del área	10/6/2020	18,91
Guadalajara	Porcentaje de población que sale del área	9/6/2020	16,1
Guadalajara	Porcentaje de población que sale del área	8/6/2020	16,91
Guadalajara	Porcentaje de población que sale del área	7/6/2020	10,87
Guadalajara	Porcentaje de población que sale del área	6/6/2020	15,36
Guadalajara	Porcentaje de población que sale del área	5/6/2020	17,94
Guadalajara	Porcentaje de población que sale del área	4/6/2020	17,93
Guadalajara	Porcentaje de población que sale del área	3/6/2020	17,83
Guadalajara	Porcentaje de población que sale del área	2/6/2020	17,73
Guadalajara	Porcentaje de población que sale del área	1/6/2020	16,82
Guadalajara	Porcentaje de población que sale del área	31/5/2020	10,8
Guadalajara	Porcentaje de población que sale del área	30/5/2020	14,26
Guadalajara	Porcentaje de población que sale del área	29/5/2020	17,14
Guadalajara	Porcentaje de población que sale del área	28/5/2020	17,31
Guadalajara	Porcentaje de población que sale del área	27/5/2020	17,15
Guadalajara	Porcentaje de población que sale del área	26/5/2020	16,72
Guadalajara	Porcentaje de población que sale del área	25/5/2020	16,19
Guadalajara	Porcentaje de población que sale del área	24/5/2020	9,37
Guadalajara	Porcentaje de población que sale del área	23/5/2020	12,16
Guadalajara	Porcentaje de población que sale del área	22/5/2020	15,8
Guadalajara	Porcentaje de población que sale del área	21/5/2020	16,14
Guadalajara	Porcentaje de población que sale del área	20/5/2020	16,12
Guadalajara	Porcentaje de población que sale del área	19/5/2020	15,96
Guadalajara	Porcentaje de población que sale del área	18/5/2020	14,93
Guadalajara	Porcentaje de población que sale del área	17/5/2020	8,61
Guadalajara	Porcentaje de población que sale del área	16/5/2020	9,99
Guadalajara	Porcentaje de población que sale del área	15/5/2020	12,63
Guadalajara	Porcentaje de población que sale del área	14/5/2020	14,44
Guadalajara	Porcentaje de población que sale del área	13/5/2020	14,46
Guadalajara	Porcentaje de población que sale del área	12/5/2020	15,12
Guadalajara	Porcentaje de población que sale del área	11/5/2020	14,12
Guadalajara	Porcentaje de población que sale del área	10/5/2020	5,92
Guadalajara	Porcentaje de población que sale del área	9/5/2020	7,3
Guadalajara	Porcentaje de población que sale del área	8/5/2020	13,21
Guadalajara	Porcentaje de población que sale del área	7/5/2020	13,3
Guadalajara	Porcentaje de población que sale del área	6/5/2020	13,3
Guadalajara	Porcentaje de población que sale del área	5/5/2020	13,41
Guadalajara	Porcentaje de población que sale del área	4/5/2020	12,66
Guadalajara	Porcentaje de población que sale del área	3/5/2020	6,24
Guadalajara	Porcentaje de población que sale del área	2/5/2020	6,87
Guadalajara	Porcentaje de población que sale del área	1/5/2020	6,46
Guadalajara	Porcentaje de población que sale del área	30/4/2020	11,89
Guadalajara	Porcentaje de población que sale del área	29/4/2020	11,97
Guadalajara	Porcentaje de población que sale del área	28/4/2020	11,56
Guadalajara	Porcentaje de población que sale del área	27/4/2020	10,85
Guadalajara	Porcentaje de población que sale del área	26/4/2020	5,24
Guadalajara	Porcentaje de población que sale del área	25/4/2020	6,83
Guadalajara	Porcentaje de población que sale del área	24/4/2020	11,14
Guadalajara	Porcentaje de población que sale del área	23/4/2020	10,82
Guadalajara	Porcentaje de población que sale del área	22/4/2020	11,23
Guadalajara	Porcentaje de población que sale del área	21/4/2020	10,89
Guadalajara	Porcentaje de población que sale del área	20/4/2020	10,7
Guadalajara	Porcentaje de población que sale del área	19/4/2020	5,15
Guadalajara	Porcentaje de población que sale del área	18/4/2020	6,75
Guadalajara	Porcentaje de población que sale del área	17/4/2020	10,82
Guadalajara	Porcentaje de población que sale del área	16/4/2020	11,29
Guadalajara	Porcentaje de población que sale del área	15/4/2020	10,75
Guadalajara	Porcentaje de población que sale del área	14/4/2020	10,75
Guadalajara	Porcentaje de población que sale del área	13/4/2020	7,57
Guadalajara	Porcentaje de población que sale del área	12/4/2020	5,1
Guadalajara	Porcentaje de población que sale del área	11/4/2020	5,71
Guadalajara	Porcentaje de población que sale del área	10/4/2020	4,89
Guadalajara	Porcentaje de población que sale del área	9/4/2020	5,73
Guadalajara	Porcentaje de población que sale del área	8/4/2020	9,09
Guadalajara	Porcentaje de población que sale del área	7/4/2020	9,2
Guadalajara	Porcentaje de población que sale del área	6/4/2020	8,1
Guadalajara	Porcentaje de población que sale del área	5/4/2020	5,06
Guadalajara	Porcentaje de población que sale del área	4/4/2020	6,08
Guadalajara	Porcentaje de población que sale del área	3/4/2020	9,14
Guadalajara	Porcentaje de población que sale del área	2/4/2020	8,93
Guadalajara	Porcentaje de población que sale del área	1/4/2020	8,65
Guadalajara	Porcentaje de población que sale del área	31/3/2020	8,92
Guadalajara	Porcentaje de población que sale del área	30/3/2020	8,73
Guadalajara	Porcentaje de población que sale del área	28/3/2020	6,69
Guadalajara	Porcentaje de población que sale del área	26/3/2020	10,86
Guadalajara	Porcentaje de población que sale del área	24/3/2020	10,88
Guadalajara	Porcentaje de población que sale del área	22/3/2020	4,97
Guadalajara	Porcentaje de población que sale del área	20/3/2020	11,23
Guadalajara	Porcentaje de población que sale del área	18/3/2020	12,29
Guadalajara	Porcentaje de población que sale del área	16/3/2020	12,84
Guadalajara	Porcentaje de población que sale del área	18/11/2019	31,33
Toledo	Porcentaje de población que sale del área	15/12/2021	18,22
Toledo	Porcentaje de población que sale del área	12/12/2021	10,66
Toledo	Porcentaje de población que sale del área	8/12/2021	10,2
Toledo	Porcentaje de población que sale del área	1/12/2021	18,28
Toledo	Porcentaje de población que sale del área	28/11/2021	9,05
Toledo	Porcentaje de población que sale del área	24/11/2021	17,81
Toledo	Porcentaje de población que sale del área	21/11/2021	10,18
Toledo	Porcentaje de población que sale del área	17/11/2021	18,11
Toledo	Porcentaje de población que sale del área	14/11/2021	11,1
Toledo	Porcentaje de población que sale del área	10/11/2021	18,23
Toledo	Porcentaje de población que sale del área	7/11/2021	10,73
Toledo	Porcentaje de población que sale del área	3/11/2021	14,09
Toledo	Porcentaje de población que sale del área	31/10/2021	10,72
Toledo	Porcentaje de población que sale del área	27/10/2021	17,65
Toledo	Porcentaje de población que sale del área	24/10/2021	11,25
Toledo	Porcentaje de población que sale del área	20/10/2021	17,71
Toledo	Porcentaje de población que sale del área	17/10/2021	11,25
Toledo	Porcentaje de población que sale del área	13/10/2021	17,2
Toledo	Porcentaje de población que sale del área	10/10/2021	12,02
Toledo	Porcentaje de población que sale del área	6/10/2021	18,33
Toledo	Porcentaje de población que sale del área	3/10/2021	9,69
Toledo	Porcentaje de población que sale del área	29/9/2021	17,62
Toledo	Porcentaje de población que sale del área	26/9/2021	11,46
Toledo	Porcentaje de población que sale del área	22/9/2021	16,68
Toledo	Porcentaje de población que sale del área	19/9/2021	11,68
Toledo	Porcentaje de población que sale del área	15/9/2021	16,87
Toledo	Porcentaje de población que sale del área	12/9/2021	11,34
Toledo	Porcentaje de población que sale del área	8/9/2021	15,67
Toledo	Porcentaje de población que sale del área	5/9/2021	11,33
Toledo	Porcentaje de población que sale del área	1/9/2021	16,34
Toledo	Porcentaje de población que sale del área	29/8/2021	10,99
Toledo	Porcentaje de población que sale del área	25/8/2021	14,42
Toledo	Porcentaje de población que sale del área	22/8/2021	10,5
Toledo	Porcentaje de población que sale del área	18/8/2021	14,45
Toledo	Porcentaje de población que sale del área	15/8/2021	10,49
Toledo	Porcentaje de población que sale del área	11/8/2021	14,62
Toledo	Porcentaje de población que sale del área	8/8/2021	10,37
Toledo	Porcentaje de población que sale del área	4/8/2021	15,07
Toledo	Porcentaje de población que sale del área	1/8/2021	10,99
Toledo	Porcentaje de población que sale del área	28/7/2021	15,7
Toledo	Porcentaje de población que sale del área	25/7/2021	10,91
Toledo	Porcentaje de población que sale del área	21/7/2021	16,16
Toledo	Porcentaje de población que sale del área	18/7/2021	10,4
Toledo	Porcentaje de población que sale del área	14/7/2021	16,64
Toledo	Porcentaje de población que sale del área	11/7/2021	11,14
Toledo	Porcentaje de población que sale del área	7/7/2021	16,72
Toledo	Porcentaje de población que sale del área	4/7/2021	10,57
Toledo	Porcentaje de población que sale del área	30/6/2021	17,23
Toledo	Porcentaje de población que sale del área	27/6/2021	11,83
Toledo	Porcentaje de población que sale del área	23/6/2021	11,12
Toledo	Porcentaje de población que sale del área	20/6/2021	11,3
Toledo	Porcentaje de población que sale del área	16/6/2021	17,7
Toledo	Porcentaje de población que sale del área	13/6/2021	11,55
Toledo	Porcentaje de población que sale del área	9/6/2021	17,91
Toledo	Porcentaje de población que sale del área	6/6/2021	11,22
Toledo	Porcentaje de población que sale del área	2/6/2021	17,86
Toledo	Porcentaje de población que sale del área	30/5/2021	10,14
Toledo	Porcentaje de población que sale del área	26/5/2021	16,15
Toledo	Porcentaje de población que sale del área	23/5/2021	9,2
Toledo	Porcentaje de población que sale del área	19/5/2021	18,07
Toledo	Porcentaje de población que sale del área	16/5/2021	11,47
Toledo	Porcentaje de población que sale del área	12/5/2021	16,09
Toledo	Porcentaje de población que sale del área	9/5/2021	9,88
Toledo	Porcentaje de población que sale del área	5/5/2021	17,79
Toledo	Porcentaje de población que sale del área	2/5/2021	7,01
Toledo	Porcentaje de población que sale del área	28/4/2021	17,43
Toledo	Porcentaje de población que sale del área	25/4/2021	5,4
Toledo	Porcentaje de población que sale del área	21/4/2021	17,45
Toledo	Porcentaje de población que sale del área	18/4/2021	9,39
Toledo	Porcentaje de población que sale del área	14/4/2021	17,64
Toledo	Porcentaje de población que sale del área	11/4/2021	8,13
Toledo	Porcentaje de población que sale del área	7/4/2021	17,76
Toledo	Porcentaje de población que sale del área	4/4/2021	9,28
Toledo	Porcentaje de población que sale del área	31/3/2021	15,3
Toledo	Porcentaje de población que sale del área	28/3/2021	8,15
Toledo	Porcentaje de población que sale del área	24/3/2021	17,7
Toledo	Porcentaje de población que sale del área	21/3/2021	8,94
Toledo	Porcentaje de población que sale del área	17/3/2021	18,04
Toledo	Porcentaje de población que sale del área	14/3/2021	9,77
Toledo	Porcentaje de población que sale del área	10/3/2021	16,94
Toledo	Porcentaje de población que sale del área	7/3/2021	8,81
Toledo	Porcentaje de población que sale del área	3/3/2021	17,02
Toledo	Porcentaje de población que sale del área	28/2/2021	8,97
Toledo	Porcentaje de población que sale del área	24/2/2021	16,7
Toledo	Porcentaje de población que sale del área	21/2/2021	7,54
Toledo	Porcentaje de población que sale del área	17/2/2021	16,61
Toledo	Porcentaje de población que sale del área	14/2/2021	8,26
Toledo	Porcentaje de población que sale del área	10/2/2021	15,5
Toledo	Porcentaje de población que sale del área	7/2/2021	5,87
Toledo	Porcentaje de población que sale del área	3/2/2021	15,59
Toledo	Porcentaje de población que sale del área	31/1/2021	5,69
Toledo	Porcentaje de población que sale del área	27/1/2021	15,33
Toledo	Porcentaje de población que sale del área	24/1/2021	5,33
Toledo	Porcentaje de población que sale del área	20/1/2021	13,93
Toledo	Porcentaje de población que sale del área	17/1/2021	6,29
Toledo	Porcentaje de población que sale del área	13/1/2021	10,04
Toledo	Porcentaje de población que sale del área	10/1/2021	4,85
Toledo	Porcentaje de población que sale del área	6/1/2021	7,59
Toledo	Porcentaje de población que sale del área	3/1/2021	8,18
Toledo	Porcentaje de población que sale del área	30/12/2020	14,71
Toledo	Porcentaje de población que sale del área	27/12/2020	9,27
Toledo	Porcentaje de población que sale del área	23/12/2020	16,01
Toledo	Porcentaje de población que sale del área	20/12/2020	9,37
Toledo	Porcentaje de población que sale del área	16/12/2020	17,67
Toledo	Porcentaje de población que sale del área	13/12/2020	9,7
Toledo	Porcentaje de población que sale del área	9/12/2020	16,15
Toledo	Porcentaje de población que sale del área	6/12/2020	9,68
Toledo	Porcentaje de población que sale del área	2/12/2020	18,23
Toledo	Porcentaje de población que sale del área	29/11/2020	9,54
Toledo	Porcentaje de población que sale del área	25/11/2020	18,04
Toledo	Porcentaje de población que sale del área	22/11/2020	9,9
Toledo	Porcentaje de población que sale del área	18/11/2020	18,31
Toledo	Porcentaje de población que sale del área	15/11/2020	8,8
Toledo	Porcentaje de población que sale del área	11/11/2020	17
Toledo	Porcentaje de población que sale del área	8/11/2020	8,38
Toledo	Porcentaje de población que sale del área	4/11/2020	17,34
Toledo	Porcentaje de población que sale del área	1/11/2020	9,86
Toledo	Porcentaje de población que sale del área	28/10/2020	18,13
Toledo	Porcentaje de población que sale del área	25/10/2020	10,57
Toledo	Porcentaje de población que sale del área	21/10/2020	17,99
Toledo	Porcentaje de población que sale del área	18/10/2020	10,45
Toledo	Porcentaje de población que sale del área	14/10/2020	18,49
Toledo	Porcentaje de población que sale del área	11/10/2020	11,63
Toledo	Porcentaje de población que sale del área	7/10/2020	18,61
Toledo	Porcentaje de población que sale del área	4/10/2020	10,11
Toledo	Porcentaje de población que sale del área	30/9/2020	13,59
Toledo	Porcentaje de población que sale del área	27/9/2020	9,76
Toledo	Porcentaje de población que sale del área	23/9/2020	18,25
Toledo	Porcentaje de población que sale del área	20/9/2020	11,22
Toledo	Porcentaje de población que sale del área	16/9/2020	18,36
Toledo	Porcentaje de población que sale del área	13/9/2020	11,84
Toledo	Porcentaje de población que sale del área	9/9/2020	18,11
Toledo	Porcentaje de población que sale del área	6/9/2020	12,06
Toledo	Porcentaje de población que sale del área	2/9/2020	17,23
Toledo	Porcentaje de población que sale del área	30/8/2020	11,67
Toledo	Porcentaje de población que sale del área	26/8/2020	16,8
Toledo	Porcentaje de población que sale del área	23/8/2020	10,09
Toledo	Porcentaje de población que sale del área	19/8/2020	16,81
Toledo	Porcentaje de población que sale del área	16/8/2020	12
Toledo	Porcentaje de población que sale del área	12/8/2020	16,8
Toledo	Porcentaje de población que sale del área	9/8/2020	11,95
Toledo	Porcentaje de población que sale del área	5/8/2020	17,33
Toledo	Porcentaje de población que sale del área	2/8/2020	12,33
Toledo	Porcentaje de población que sale del área	29/7/2020	18,25
Toledo	Porcentaje de población que sale del área	26/7/2020	12,45
Toledo	Porcentaje de población que sale del área	22/7/2020	18,13
Toledo	Porcentaje de población que sale del área	19/7/2020	12,55
Toledo	Porcentaje de población que sale del área	15/7/2020	19,02
Toledo	Porcentaje de población que sale del área	12/7/2020	12,78
Toledo	Porcentaje de población que sale del área	8/7/2020	18,44
Toledo	Porcentaje de población que sale del área	5/7/2020	12,89
Toledo	Porcentaje de población que sale del área	1/7/2020	19,05
Toledo	Porcentaje de población que sale del área	28/6/2020	12,96
Toledo	Porcentaje de población que sale del área	24/6/2020	18,64
Toledo	Porcentaje de población que sale del área	20/6/2020	12,71
Toledo	Porcentaje de población que sale del área	19/6/2020	16,66
Toledo	Porcentaje de población que sale del área	18/6/2020	16,85
Toledo	Porcentaje de población que sale del área	17/6/2020	16,88
Toledo	Porcentaje de población que sale del área	16/6/2020	16,75
Toledo	Porcentaje de población que sale del área	15/6/2020	16,11
Toledo	Porcentaje de población que sale del área	14/6/2020	9,72
Toledo	Porcentaje de población que sale del área	13/6/2020	11,95
Toledo	Porcentaje de población que sale del área	12/6/2020	14,52
Toledo	Porcentaje de población que sale del área	11/6/2020	13,65
Toledo	Porcentaje de población que sale del área	10/6/2020	16,44
Toledo	Porcentaje de población que sale del área	9/6/2020	14,45
Toledo	Porcentaje de población que sale del área	8/6/2020	14,98
Toledo	Porcentaje de población que sale del área	7/6/2020	9,1
Toledo	Porcentaje de población que sale del área	6/6/2020	12,01
Toledo	Porcentaje de población que sale del área	5/6/2020	15,54
Toledo	Porcentaje de población que sale del área	4/6/2020	15,39
Toledo	Porcentaje de población que sale del área	3/6/2020	15,68
Toledo	Porcentaje de población que sale del área	2/6/2020	15,68
Toledo	Porcentaje de población que sale del área	1/6/2020	15,07
Toledo	Porcentaje de población que sale del área	31/5/2020	8,48
Toledo	Porcentaje de población que sale del área	30/5/2020	11,04
Toledo	Porcentaje de población que sale del área	29/5/2020	14,81
Toledo	Porcentaje de población que sale del área	28/5/2020	14,92
Toledo	Porcentaje de población que sale del área	27/5/2020	14,62
Toledo	Porcentaje de población que sale del área	26/5/2020	14,52
Toledo	Porcentaje de población que sale del área	25/5/2020	14,43
Toledo	Porcentaje de población que sale del área	24/5/2020	7,98
Toledo	Porcentaje de población que sale del área	23/5/2020	10,21
Toledo	Porcentaje de población que sale del área	22/5/2020	13,54
Toledo	Porcentaje de población que sale del área	21/5/2020	13,91
Toledo	Porcentaje de población que sale del área	20/5/2020	13,89
Toledo	Porcentaje de población que sale del área	19/5/2020	14,02
Toledo	Porcentaje de población que sale del área	18/5/2020	13,05
Toledo	Porcentaje de población que sale del área	17/5/2020	5,31
Toledo	Porcentaje de población que sale del área	16/5/2020	7,07
Toledo	Porcentaje de población que sale del área	15/5/2020	10,22
Toledo	Porcentaje de población que sale del área	14/5/2020	11,91
Toledo	Porcentaje de población que sale del área	13/5/2020	12,05
Toledo	Porcentaje de población que sale del área	12/5/2020	12,19
Toledo	Porcentaje de población que sale del área	11/5/2020	11,6
Toledo	Porcentaje de población que sale del área	10/5/2020	5,03
Toledo	Porcentaje de población que sale del área	9/5/2020	6,03
Toledo	Porcentaje de población que sale del área	8/5/2020	11,68
Toledo	Porcentaje de población que sale del área	7/5/2020	11,75
Toledo	Porcentaje de población que sale del área	6/5/2020	11,67
Toledo	Porcentaje de población que sale del área	5/5/2020	11,99
Toledo	Porcentaje de población que sale del área	4/5/2020	11,49
Toledo	Porcentaje de población que sale del área	3/5/2020	5,36
Toledo	Porcentaje de población que sale del área	2/5/2020	6,03
Toledo	Porcentaje de población que sale del área	1/5/2020	5,73
Toledo	Porcentaje de población que sale del área	30/4/2020	10,48
Toledo	Porcentaje de población que sale del área	29/4/2020	10,65
Toledo	Porcentaje de población que sale del área	28/4/2020	10,59
Toledo	Porcentaje de población que sale del área	27/4/2020	9,87
Toledo	Porcentaje de población que sale del área	26/4/2020	4,33
Toledo	Porcentaje de población que sale del área	25/4/2020	6,32
Toledo	Porcentaje de población que sale del área	24/4/2020	9,94
Toledo	Porcentaje de población que sale del área	23/4/2020	10,18
Toledo	Porcentaje de población que sale del área	22/4/2020	10,38
Toledo	Porcentaje de población que sale del área	21/4/2020	10,02
Toledo	Porcentaje de población que sale del área	20/4/2020	9,87
Toledo	Porcentaje de población que sale del área	19/4/2020	4,56
Toledo	Porcentaje de población que sale del área	18/4/2020	6,28
Toledo	Porcentaje de población que sale del área	17/4/2020	10,12
Toledo	Porcentaje de población que sale del área	16/4/2020	11,02
Toledo	Porcentaje de población que sale del área	15/4/2020	10,33
Toledo	Porcentaje de población que sale del área	14/4/2020	10,01
Toledo	Porcentaje de población que sale del área	13/4/2020	6,57
Toledo	Porcentaje de población que sale del área	12/4/2020	4,15
Toledo	Porcentaje de población que sale del área	11/4/2020	5,23
Toledo	Porcentaje de población que sale del área	10/4/2020	4,28
Toledo	Porcentaje de población que sale del área	9/4/2020	5,05
Toledo	Porcentaje de población que sale del área	8/4/2020	7,97
Toledo	Porcentaje de población que sale del área	7/4/2020	8,01
Toledo	Porcentaje de población que sale del área	6/4/2020	7,27
Toledo	Porcentaje de población que sale del área	5/4/2020	4,15
Toledo	Porcentaje de población que sale del área	4/4/2020	5,66
Toledo	Porcentaje de población que sale del área	3/4/2020	8,12
Toledo	Porcentaje de población que sale del área	2/4/2020	7,83
Toledo	Porcentaje de población que sale del área	1/4/2020	7,58
Toledo	Porcentaje de población que sale del área	31/3/2020	7,5
Toledo	Porcentaje de población que sale del área	30/3/2020	8,07
Toledo	Porcentaje de población que sale del área	28/3/2020	6,06
Toledo	Porcentaje de población que sale del área	26/3/2020	10,06
Toledo	Porcentaje de población que sale del área	24/3/2020	9,92
Toledo	Porcentaje de población que sale del área	22/3/2020	4,36
Toledo	Porcentaje de población que sale del área	20/3/2020	10
Toledo	Porcentaje de población que sale del área	18/3/2020	11,11
Toledo	Porcentaje de población que sale del área	16/3/2020	12,27
Toledo	Porcentaje de población que sale del área	18/11/2019	25,7
Cataluña	Porcentaje de población que sale del área	15/12/2021	22,39
Cataluña	Porcentaje de población que sale del área	12/12/2021	13,78
Cataluña	Porcentaje de población que sale del área	8/12/2021	13,51
Cataluña	Porcentaje de población que sale del área	1/12/2021	22,99
Cataluña	Porcentaje de población que sale del área	28/11/2021	11,78
Cataluña	Porcentaje de población que sale del área	24/11/2021	21,67
Cataluña	Porcentaje de población que sale del área	21/11/2021	14,01
Cataluña	Porcentaje de población que sale del área	17/11/2021	22,53
Cataluña	Porcentaje de población que sale del área	14/11/2021	14,16
Cataluña	Porcentaje de población que sale del área	10/11/2021	21,73
Cataluña	Porcentaje de población que sale del área	7/11/2021	14,2
Cataluña	Porcentaje de población que sale del área	3/11/2021	16,42
Cataluña	Porcentaje de población que sale del área	31/10/2021	14,87
Cataluña	Porcentaje de población que sale del área	27/10/2021	21,91
Cataluña	Porcentaje de población que sale del área	24/10/2021	14,46
Cataluña	Porcentaje de población que sale del área	20/10/2021	21,61
Cataluña	Porcentaje de población que sale del área	17/10/2021	14,29
Cataluña	Porcentaje de población que sale del área	13/10/2021	20,49
Cataluña	Porcentaje de población que sale del área	10/10/2021	14,47
Cataluña	Porcentaje de población que sale del área	6/10/2021	22,35
Cataluña	Porcentaje de población que sale del área	3/10/2021	11,16
Cataluña	Porcentaje de población que sale del área	29/9/2021	22,04
Cataluña	Porcentaje de población que sale del área	26/9/2021	14
Cataluña	Porcentaje de población que sale del área	22/9/2021	21,36
Cataluña	Porcentaje de población que sale del área	19/9/2021	14,16
Cataluña	Porcentaje de población que sale del área	15/9/2021	21,77
Cataluña	Porcentaje de población que sale del área	12/9/2021	13,46
Cataluña	Porcentaje de población que sale del área	8/9/2021	19,42
Cataluña	Porcentaje de población que sale del área	5/9/2021	13,4
Cataluña	Porcentaje de población que sale del área	1/9/2021	17,63
Cataluña	Porcentaje de población que sale del área	29/8/2021	12,3
Cataluña	Porcentaje de población que sale del área	25/8/2021	16,45
Cataluña	Porcentaje de población que sale del área	22/8/2021	12,06
Cataluña	Porcentaje de población que sale del área	18/8/2021	15,77
Cataluña	Porcentaje de población que sale del área	15/8/2021	11,94
Cataluña	Porcentaje de población que sale del área	11/8/2021	15,95
Cataluña	Porcentaje de población que sale del área	8/8/2021	12,08
Cataluña	Porcentaje de población que sale del área	4/8/2021	16,75
Cataluña	Porcentaje de población que sale del área	1/8/2021	12,67
Cataluña	Porcentaje de población que sale del área	28/7/2021	19,11
Cataluña	Porcentaje de población que sale del área	25/7/2021	13,26
Cataluña	Porcentaje de población que sale del área	21/7/2021	19,53
Cataluña	Porcentaje de población que sale del área	18/7/2021	12,07
Cataluña	Porcentaje de población que sale del área	14/7/2021	19,7
Cataluña	Porcentaje de población que sale del área	11/7/2021	13,64
Cataluña	Porcentaje de población que sale del área	7/7/2021	19,75
Cataluña	Porcentaje de población que sale del área	4/7/2021	13,28
Cataluña	Porcentaje de población que sale del área	30/6/2021	20,31
Cataluña	Porcentaje de población que sale del área	27/6/2021	13,84
Cataluña	Porcentaje de población que sale del área	23/6/2021	12,82
Cataluña	Porcentaje de población que sale del área	20/6/2021	13,44
Cataluña	Porcentaje de población que sale del área	16/6/2021	21,67
Cataluña	Porcentaje de población que sale del área	13/6/2021	14,62
Cataluña	Porcentaje de población que sale del área	9/6/2021	21,19
Cataluña	Porcentaje de población que sale del área	6/6/2021	13,72
Cataluña	Porcentaje de población que sale del área	2/6/2021	20,78
Cataluña	Porcentaje de población que sale del área	30/5/2021	11,37
Cataluña	Porcentaje de población que sale del área	26/5/2021	18,66
Cataluña	Porcentaje de población que sale del área	23/5/2021	10,08
Cataluña	Porcentaje de población que sale del área	19/5/2021	20,95
